"R","S1","S2","S3","NODE1","TYPE1","scroll1","NODE2","id","TYPE2","TEXT2","fragment2","glex2","lex_utf8_etcbc","g_lex_etcbc","gn2","lex_etcbc2","lex_etcbc","line2","md2","morpho2","nu2","ps2","sp2","st2","vs2","vt2","after2","g_nme_etcbc","g_prs_etcbc","g_vbe_etcbc","g_pfm_etcbc","g_vbs_etcbc","g_cons","uvf_etcbc","morph_etcbc","note_etcbc","chapter","verse","vid"
"189","1Qisaa","1","13","1606613","scroll","1Qisaa","1895049","145","word","דמ ",,"דָּם",,,"m","DM/",,,,"ncmsc","s",,"subs","c",,," ",,,,,,,,,,"1","11","23001011"
"190","1Qisaa","1","14","1606613","scroll","1Qisaa","1895050","146","word","פרים ",,"פַּר",,,"m","PR/",,,,"ncmp","p",,"subs",,,," ",,,,,,,,,,"1","11","23001011"
"191","1Qisaa","1","14","1606613","scroll","1Qisaa","1895051","147","word","ו",,"וְ",,,,"W",,,,"Pc",,,"ptcl",,,,,,,,,,,,,,"1","11","23001011"
"192","1Qisaa","1","14","1606613","scroll","1Qisaa","1895052","147","word","כבשים ",,"כֶּבֶשׂ",,,"m","KBF/",,,,"ncmp","p",,"subs",,,," ",,,,,,,,,,"1","11","23001011"
"193","1Qisaa","1","14","1606613","scroll","1Qisaa","1895053","148","word","ו",,"וְ",,,,"W",,,,"Pc",,,"ptcl",,,,,,,,,,,,,,"1","11","23001011"
"194","1Qisaa","1","14","1606613","scroll","1Qisaa","1895054","148","word","עתודים ",,"עַתּוּד",,,"m","<TWD/",,,,"ncmp","p",,"subs",,,," ",,,,,,,,,,"1","11","23001011"
"195","1Qisaa","1","14","1606613","scroll","1Qisaa","1895055","149","word","לוא ",,"לֹא",,,,"L>",,,,"Pn",,,"ptcl",,,," ",,,,,,,,,,"1","11","23001011"
"196","1Qisaa","1","14","1606613","scroll","1Qisaa","1895056","150","word","חפצתי ",,"חפץ",,,"c","XPY[",,,,"vqp1cs","s","1","verb",,"qal","perf"," ",,,,,,,,,,"1","11","23001011"
"197","1Qisaa","1","14","1606613","scroll","1Qisaa","1895057",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"1","11","23001011"
"198","1Qisaa","1","14","1606613","scroll","1Qisaa","1895058","151","word","כיא ",,"כִּי",,,,"KJ",,,,"Pc",,,"ptcl",,,," ",,,,,,,,,,"1","12","23001012"
"199","1Qisaa","1","14","1606613","scroll","1Qisaa","1895059","152","word","תבאו ",,"בוא",,,"m","BW>[",,,,"vqi2mp","p","2","verb",,"qal","impf"," ",,,,,,,,,,"1","12","23001012"
"200","1Qisaa","1","14","1606613","scroll","1Qisaa","1895060","153","word","ל",,"לְ",,,,"L",,,,"Pp",,,"ptcl",,,,,,,,,,,,,,"1","12","23001012"
"201","1Qisaa","1","14","1606613","scroll","1Qisaa","1895061","153","word","ראות ",,"ראה",,,,"R>H[",,,,"vnc",,,"verb",,"nifal","infc"," ",,,,,,,,,,"1","12","23001012"
"202","1Qisaa","1","14","1606613","scroll","1Qisaa","1895062","154","word","פנ׳י ",,"פָּנֶה",,,"b","PNH/",,,,"ncbpcX1cs","p",,"suff","c",,," ",,,,,,,,,,"1","12","23001012"
"203","1Qisaa","1","14","1606613","scroll","1Qisaa","1895063","155","word","מי ",,"מִי",,,,"MJ",,,,"pii",,,"pron",,,," ",,,,,,,,,,"1","12","23001012"
"204","1Qisaa","1","14","1606613","scroll","1Qisaa","1895064","156","word","בקש ",,"בקשׁ",,,"m","BQC[",,,,"vpp3ms","s","3","verb",,"piel","perf"," ",,,,,,,,,,"1","12","23001012"
"205","1Qisaa","1","14","1606613","scroll","1Qisaa","1895065","157","word","זואת ",,"זֶה",,,"f","Z>T",,,,"afs","s",,"adjv",,,," ",,,,,,,,,,"1","12","23001012"
"206","1Qisaa","1","15","1606613","scroll","1Qisaa","1895066","158","word","מ",,"מִן",,,,"MN",,,,"Pp",,,"ptcl",,,,,,,,,,,,,,"1","12","23001012"
"207","1Qisaa","1","15","1606613","scroll","1Qisaa","1895067","158","word","יד׳כם ",,"יָד",,,"f","JD/",,,,"ncfscX2mp","s",,"suff","c",,," ",,,,,,,,,,"1","12","23001012"
"208","1Qisaa","1","15","1606613","scroll","1Qisaa","1895068","159","word","ל",,"לְ",,,,"L",,,,"Pp",,,"ptcl",,,,,,,,,,,,,,"1","12","23001012"
"209","1Qisaa","1","15","1606613","scroll","1Qisaa","1895069","159","word","רמוס ",,"רמס",,,,"RMS[",,,,"vqc",,,"verb",,"qal","infc"," ",,,,,,,,,,"1","12","23001012"
"210","1Qisaa","1","15","1606613","scroll","1Qisaa","1895070","160","word","חצר׳י ",,"חָצֵר",,,"b","XYR/",,,,"ncbpcX1cs","p",,"suff","c",,," ",,,,,,,,,,"1","12","23001012"
"211","1Qisaa","1","15","1606613","scroll","1Qisaa","1895071",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"1","12","23001012"
"212","1Qisaa","1","15","1606613","scroll","1Qisaa","1895072","161","word","לוא ",,"לֹא",,,,"L>",,,,"Pn",,,"ptcl",,,," ",,,,,,,,,,"1","13","23001013"
"213","1Qisaa","1","15","1606613","scroll","1Qisaa","1895073","162","word","תוסיפו ",,"יסף",,,"m","JSP[",,,,"vhi2mp","p","2","verb",,"hifil","impf"," ",,,,,,,,,,"1","13","23001013"
"214","1Qisaa","1","15","1606613","scroll","1Qisaa","1895074","163","word","ל",,"לְ",,,,"L",,,,"Pp",,,"ptcl",,,,,,,,,,,,,,"1","13","23001013"
"215","1Qisaa","1","15","1606613","scroll","1Qisaa","1895075","163","word","הביא ",,"בוא",,,,"BW>[",,,,"vhc",,,"verb",,"hifil","infc"," ",,,,,,,,,,"1","13","23001013"
"216","1Qisaa","1","15","1606613","scroll","1Qisaa","1895076","164","word","מנחת ",,"מִנְחָה",,,"f","MNXH/",,,,"ncfsc","s",,"subs","c",,," ",,,,,,,,,,"1","13","23001013"
"217","1Qisaa","1","15","1606613","scroll","1Qisaa","1895077","165","word","שוא ",,"שָׁוְא",,,"m","CW>/",,,,"ncms","s",,"subs",,,," ",,,,,,,,,,"1","13","23001013"
"218","1Qisaa","1","15","1606613","scroll","1Qisaa","1895078","166","word","קטרת ",,"קְטֹרֶת",,,"f","QVRT/",,,,"ncfs","s",,"subs",,,," ",,,,,,,,,,"1","13","23001013"
"219","1Qisaa","1","15","1606613","scroll","1Qisaa","1895079","167","word","תועבה ",,"תֹּועֵבָה",,,"f","TW<BH/",,,,"ncfs","s",,"subs",,,," ",,,,,,,,,,"1","13","23001013"
"220","1Qisaa","1","15","1606613","scroll","1Qisaa","1895080","168","word","היא ",,"הִיא",,,"f","HJ>",,,,"pi3fs","s","3","pron",,,," ",,,,,,,,,,"1","13","23001013"
"221","1Qisaa","1","16","1606613","scroll","1Qisaa","1895081","169","word","ל׳י ",,"לְ",,,,"L",,,,"PpX1cs",,,"suff",,,," ",,,,,,,,,,"1","13","23001013"
"222","1Qisaa","1","16","1606613","scroll","1Qisaa","1895082","170","word","חודש ",,"חֹדֶשׁ",,,"m","XDC=/",,,,"ncms","s",,"subs",,,," ",,,,,,,,,,"1","13","23001013"
"223","1Qisaa","1","16","1606613","scroll","1Qisaa","1895083","171","word","ו",,"וְ",,,,"W",,,,"Pc",,,"ptcl",,,,,,,,,,,,,,"1","13","23001013"
"224","1Qisaa","1","16","1606613","scroll","1Qisaa","1895084","171","word","שבת ",,"שַׁבָּת",,,"b","CBT/",,,,"ncbsa","s",,"subs","a",,," ",,,,,,,,,,"1","13","23001013"
"225","1Qisaa","1","16","1606613","scroll","1Qisaa","1895085","172","word","קרא ",,"קרא",,,,"QR>[",,,,"vqc",,,"verb",,"qal","infc"," ",,,,,,,,,,"1","13","23001013"
"226","1Qisaa","1","16","1606613","scroll","1Qisaa","1895086","173","word","מקרא ",,"מִקְרָא",,,"m","MQR>/",,,,"ncms","s",,"subs",,,," ",,,,,,,,,,"1","13","23001013"
"227","1Qisaa","1","16","1606613","scroll","1Qisaa","1895087","174","word","לוא ",,"לֹא",,,,"L>",,,,"Pn",,,"ptcl",,,," ",,,,,,,,,,"1","13","23001013"
"228","1Qisaa","1","16","1606613","scroll","1Qisaa","1895088","175","word","אוכל ",,"יכל",,,"c","JKL[",,,,"vqi1cs","s","1","verb",,"qal","impf"," ",,,,,,,,,,"1","13","23001013"
"229","1Qisaa","1","16","1606613","scroll","1Qisaa","1895089","176","word","און ",,"אָוֶן",,,"m",">WN=/",,,,"ncms","s",,"subs",,,," ",,,,,,,,,,"1","13","23001013"
"230","1Qisaa","1","16","1606613","scroll","1Qisaa","1895090","177","word","ו",,"וְ",,,,"W",,,,"Pc",,,"ptcl",,,,,,,,,,,,,,"1","13","23001013"
"231","1Qisaa","1","16","1606613","scroll","1Qisaa","1895091","177","word","עצרת׳ה",,"עֲצָרָה",,,"f","<YRH/",,,,"ncfscX3fs","s",,"suff","c",,,,,,,,,,,,,"1","13","23001013"
"232","1Qisaa","1","16","1606613","scroll","1Qisaa","1895092",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"1","13","23001013"
"233","1Qisaa","1","16","1606613","scroll","1Qisaa","1895093","178","word","חודשי׳כם ",,"חֹדֶשׁ",,,"m","XDC=/",,,,"ncmpcX2mp","p",,"suff","c",,," ",,,,,,,,,,"1","14","23001014"
"234","1Qisaa","1","16","1606613","scroll","1Qisaa","1895094","179","word","ו",,"וְ",,,,"W",,,,"Pc",,,"ptcl",,,,,,,,,,,,,,"1","14","23001014"
"235","1Qisaa","1","16","1606613","scroll","1Qisaa","1895095","179","word","מועדי׳כם ",,"מֹועֵד",,,"m","MW<D/",,,,"ncmpcX2mp","p",,"suff","c",,," ",,,,,,,,,,"1","14","23001014"
"236","1Qisaa","1","17","1606613","scroll","1Qisaa","1895096","180","word","שנאה ",,"שׂנא",,,"f","FN>[",,,,"vqp3fs","s","3","verb",,"qal","perf"," ",,,,,,,,,,"1","14","23001014"
"237","1Qisaa","1","17","1606613","scroll","1Qisaa","1895097","181","word","נפש׳י ",,"נֶפֶשׁ",,,"b","NPC/",,,,"ncbscX1cs","s",,"suff","c",,," ",,,,,,,,,,"1","14","23001014"
"238","1Qisaa","1","17","1606613","scroll","1Qisaa","1895098","182","word","היו ",,"היה",,,"c","HJH[",,,,"vqp3cp","p","3","verb",,"qal","perf"," ",,,,,,,,,,"1","14","23001014"
"239","1Qisaa","1","17","1606613","scroll","1Qisaa","1895099","183","word","על׳י ",,"עַל",,,,"<L",,,,"PpX1cs",,,"suff",,,," ",,,,,,,,,,"1","14","23001014"
"240","1Qisaa","1","17","1606613","scroll","1Qisaa","1895100","184","word","ל",,"לְ",,,,"L",,,,"Pp",,,"ptcl",,,,,,,,,,,,,,"1","14","23001014"
"241","1Qisaa","1","17","1606613","scroll","1Qisaa","1895101","184","word","טרח ",,"טֹרַח",,,"m","VRX/",,,,"ncms","s",,"subs",,,," ",,,,,,,,,,"1","14","23001014"
"242","1Qisaa","1","17","1606613","scroll","1Qisaa","1895102","185","word","נלאיתי ",,"לאה",,,"c","L>H[",,,,"vnp1cs","s","1","verb",,"nifal","perf"," ",,,,,,,,,,"1","14","23001014"
"243","1Qisaa","1","17","1606613","scroll","1Qisaa","1895103","186","word","נשוא ",,"נשׂא",,,,"NF>[",,,,"vqc",,,"verb",,"qal","infc"," ",,,,,,,,,,"1","14","23001014"
"244","1Qisaa","1","17","1606613","scroll","1Qisaa","1895104",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"1","14","23001014"
"245","1Qisaa","1","17","1606613","scroll","1Qisaa","1895105","187","word","ו",,"וְ",,,,"W",,,,"Pc",,,"ptcl",,,,,,,,,,,,,,"1","15","23001015"
"246","1Qisaa","1","17","1606613","scroll","1Qisaa","1895106","187","word","ב",,"בְּ",,,,"B",,,,"Pp",,,"ptcl",,,,,,,,,,,,,,"1","15","23001015"
"247","1Qisaa","1","17","1606613","scroll","1Qisaa","1895107","187","word","פרש׳כם ",,"פרשׂ",,,,"PRF[",,,,"vpcX2mp",,,"suff",,"piel","infc"," ",,,,,,,,,,"1","15","23001015"
"248","1Qisaa","1","17","1606613","scroll","1Qisaa","1895108","188","word","כפי׳כם ",,"כַּף",,,"f","KP/",,,,"ncfdcX2mp","d",,"suff","c",,," ",,,,,,,,,,"1","15","23001015"
"249","1Qisaa","1","17","1606613","scroll","1Qisaa","1895109","189","word","אעלים ",,"עלם",,,"c","<LM[",,,,"vhi1cs","s","1","verb",,"hifil","impf"," ",,,,,,,,,,"1","15","23001015"
"250","1Qisaa","1","17","1606613","scroll","1Qisaa","1895110","190","word","עינ׳י ",,"עַיִן",,,"b","<JN/",,,,"ncbdcX1cs","d",,"suff","c",,," ",,,,,,,,,,"1","15","23001015"
"251","1Qisaa","1","18","1606613","scroll","1Qisaa","1895111","191","word","מ׳כם ",,"מִן",,,,"MN",,,,"PpX2mp",,,"suff",,,," ",,,,,,,,,,"1","15","23001015"
"252","1Qisaa","1","18","1606613","scroll","1Qisaa","1895112","192","word","גמ ",,"גַּם",,,,"GM",,,,"Pc",,,"ptcl",,,," ",,,,,,,,,,"1","15","23001015"
"253","1Qisaa","1","18","1606613","scroll","1Qisaa","1895113","193","word","כי ",,"כִּי",,,,"KJ",,,,"Pc",,,"ptcl",,,," ",,,,,,,,,,"1","15","23001015"
"254","1Qisaa","1","18","1606613","scroll","1Qisaa","1895114","194","word","הרבו ",,"רבה",,,"c","RBH[",,,,"vhp3cp","p","3","verb",,"hifil","perf"," ",,,,,,,,,,"1","15","23001015"
"255","1Qisaa","1","18","1606613","scroll","1Qisaa","1895115","195","word","תפלה ",,"תְּפִלָּה",,,"f","TPLH/",,,,"ncfs","s",,"subs",,,," ",,,,,,,,,,"1","15","23001015"
"256","1Qisaa","1","18","1606613","scroll","1Qisaa","1895116","196","word","אינ׳ני ",,"אַיִן",,,,">JN/",,,,"PdX1cs",,,"suff",,,," ",,,,,,,,,,"1","15","23001015"
"257","1Qisaa","1","18","1606613","scroll","1Qisaa","1895117","197","word","שומע ",,"שׁמע",,,"m","CM<[",,,,"vqPms","s",,"verb",,"qal","ptca"," ",,,,,,,,,,"1","15","23001015"
"258","1Qisaa","1","18","1606613","scroll","1Qisaa","1895118","198","word","ידי׳כמה ",,"יָד",,,"f","JD/",,,,"ncfdcX2mp","d",,"suff","c",,," ",,,,,,,,,,"1","15","23001015"
"259","1Qisaa","1","18","1606613","scroll","1Qisaa","1895119","199","word","דמים ",,"דָּם",,,"m","DM/",,,,"ncmp","p",,"subs",,,," ",,,,,,,,,,"1","15","23001015"
"260","1Qisaa","1","18","1606613","scroll","1Qisaa","1895120","200","word","מלאו ",,"מלא",,,"c","ML>[",,,,"vqp3cp","p","3","verb",,"qal","perf"," ",,,,,,,,,,"1","15","23001015"
"261","1Qisaa","1","18","1606613","scroll","1Qisaa","1895121","201","word","אצבעותי׳כם ",,"אֶצְבַּע",,,"f",">YB</",,,,"ncfpcX2mp","p",,"suff","c",,," ",,,,,,,,,,"1","15","23001015"
"262","1Qisaa","1","19","1606613","scroll","1Qisaa","1895122","202","word","ב",,"בְּ",,,,"B",,,,"Pp+Pa",,,"ptcl",,,,,,,,,,,,,,"1","15","23001015"
"263","1Qisaa","1","19","1606613","scroll","1Qisaa","1895123","202","word","עאון ",,"עָוֹן",,,"b","<WN/",,,,"ncbsa","s",,"subs","a",,," ",,,,,,,,,,"1","15","23001015"
"264","1Qisaa","1","19","1606613","scroll","1Qisaa","1895124",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"1","15","23001015"
"265","1Qisaa","1","19","1606613","scroll","1Qisaa","1895125","203","word","רחצו ",,"רחץ",,,"m","RXY[",,,,"vqvmp","p",,"verb",,"qal","impv"," ",,,,,,,,,,"1","16","23001016"
"266","1Qisaa","1","19","1606613","scroll","1Qisaa","1895126","204","word","ו",,"וְ",,,,"W",,,,"Pc",,,"ptcl",,,,,,,,,,,,,,"1","16","23001016"
"267","1Qisaa","1","19","1606613","scroll","1Qisaa","1895127","204","word","הזכו ",,"זכה",,,"m","ZKH[",,,,"vtvmp","p",,"verb",,"hitpael","impv"," ",,,,,,,,,,"1","16","23001016"
"268","1Qisaa","1","19","1606613","scroll","1Qisaa","1895128","205","word","ו",,"וְ",,,,"W",,,,"Pc",,,"ptcl",,,,,,,,,,,,,,"1","16","23001016"
"269","1Qisaa","1","19","1606613","scroll","1Qisaa","1895129","205","word","הסירו ",,"סור",,,"m","SWR[",,,,"vhvmp","p",,"verb",,"hifil","impv"," ",,,,,,,,,,"1","16","23001016"
"270","1Qisaa","1","19","1606613","scroll","1Qisaa","1895130","206","word","רוע ",,"רֹעַ",,,"f","R<===/",,,,"ncfsc","s",,"subs","c",,," ",,,,,,,,,,"1","16","23001016"
"271","1Qisaa","1","19","1606613","scroll","1Qisaa","1895131","207","word","מעללי׳כם ",,"מַעֲלָל",,,"m","M<LL/",,,,"ncmpcX2mp","p",,"suff","c",,," ",,,,,,,,,,"1","16","23001016"
